,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed,Temp in Imperial
266,Balakhta,0,RU,1556929535,47,55.38,91.62,277.022,1.34,38.96960000000003
267,Kadyy,27,RU,1556929263,87,57.79,43.19,279.532,3.11,43.48760000000001
268,Katsuura,20,JP,1556928000,63,33.93,134.5,294.15,5.1,69.8
269,Rocha,11,UY,1556929536,94,-34.48,-54.34,287.102,1.53,57.1136
270,Fasa,0,IR,1556928000,35,28.94,53.65,286.15,1.18,55.4
271,Sunrise Manor,20,US,1556929499,8,36.21,-115.07,304.15,1.0,87.8
272,Puerto El Triunfo,20,SV,1556927400,79,13.27,-88.55,303.15,3.1,86.0
273,Dzialdowo,0,PL,1556928000,93,53.24,20.17,276.15,2.1,37.4
274,Vardo,90,US,1556929279,88,39.62,-77.74,294.82,4.1,71.00600000000003
275,Suez,13,EG,1556929537,57,29.97,32.54,290.802,4.19,63.77360000000008
276,Kloulklubed,75,PW,1556927400,74,7.04,134.26,302.15,3.6,84.2
277,Jiazi,75,CN,1556924400,100,19.61,110.49,298.15,3.0,77.0
278,Arona,75,IT,1556929493,100,45.76,8.56,285.93,1.5,55.004000000000055
279,Ciudad Bolivar,79,VE,1556929537,45,8.12,-63.55,305.002,4.06,89.33360000000006
280,Calabozo,98,VE,1556929537,36,8.92,-67.43,307.162,3.49,93.2216
281,Bonthe,94,SL,1556929538,84,7.53,-12.5,300.922,3.72,81.98960000000008
282,Veraval,33,FR,1556929448,93,49.65,0.71,283.15,2.6,50.0
283,Nouadhibou,0,MR,1556928000,82,20.93,-17.03,291.15,6.7,64.4
284,Posse,100,BR,1556929538,85,-14.08,-46.36,295.922,1.57,72.98960000000008
285,Ilulissat,55,GL,1556927400,39,69.22,-51.1,282.15,9.8,48.2
286,Bull Savanna,87,JM,1556929539,75,17.89,-77.59,301.572,6.58,83.15960000000004
287,Mbanza-Ngungu,100,CD,1556929539,95,-5.25,14.87,296.152,0.65,73.40360000000001
288,Faanui,84,PF,1556929539,72,-16.48,-151.75,301.002,6.38,82.13360000000006
289,Mocuba,0,MZ,1556929539,98,-16.84,36.99,291.172,1.29,64.43960000000008
290,Pisco,1,PE,1556929039,30,-13.71,-76.2,295.15,3.6,71.6
291,Coahuayana,24,MX,1556929540,10,18.62,-100.35,312.042,2.59,102.00559999999999
292,Meadow Lake,75,CA,1556928000,55,54.13,-108.44,276.15,10.8,37.4
293,Viedma,58,AR,1556929540,60,-40.81,-62.99,282.482,1.74,48.79760000000009
294,Mattru,100,SL,1556929540,92,7.62,-11.83,299.062,1.27,78.64160000000007
295,Grindavik,75,IS,1556928277,86,63.84,-22.43,278.71,1.5,42.008
296,Hannibal,90,US,1556929289,87,39.71,-91.36,286.15,1.5,55.4
297,Imbituba,0,BR,1556928000,88,-28.24,-48.67,298.15,4.1,77.0
298,Tigre,0,AR,1556929500,63,-34.42,-58.58,294.82,1.94,71.00600000000003
299,Jutai,46,BR,1556929541,99,-1.71,-47.89,296.912,1.19,74.7716
300,Oranjemund,0,ZA,1556929542,81,-28.55,16.43,288.282,11.44,59.23760000000001
301,Dwarka,40,IN,1556927107,57,28.58,77.04,305.93,2.1,91.00400000000005
302,Mitu,100,IR,1556929542,53,36.2,46.09,284.582,2.25,52.57760000000003
303,Peace River,90,CA,1556928000,22,56.23,-117.29,275.15,3.6,35.6
304,Road Town,1,VG,1556929414,65,18.42,-64.62,299.26,5.1,78.99800000000002
305,Sur,0,OM,1556929543,28,22.57,59.53,301.862,3.21,83.68160000000009
306,Magistralnyy,66,RU,1556929543,44,56.17,107.45,274.172,3.56,33.83960000000009
307,Belyy,8,RU,1556929543,79,55.83,32.94,273.732,1.31,33.04760000000009
308,Susehri,95,TR,1556929543,97,40.16,38.09,275.002,1.38,35.33360000000006
309,Taoudenni,32,ML,1556929544,11,22.68,-3.98,302.992,4.32,85.71560000000008
310,Artesia,1,US,1556929521,14,32.84,-104.4,303.15,2.6,86.0
311,Kavieng,100,PG,1556929544,83,-2.57,150.8,300.722,7.96,81.62960000000001
312,Luderitz,0,NA,1556924400,87,-26.65,15.16,288.15,4.6,59.0
313,Ellisras,0,ZA,1556929545,38,-23.67,27.74,287.922,1.89,58.58960000000009
314,Auki,100,NG,1556929545,54,12.18,6.51,303.402,3.36,86.45360000000002
315,Geretsried,55,DE,1556929496,100,47.86,11.48,281.15,2.1,46.4
316,Bouillon,67,FR,1556929505,93,49.8,5.07,280.93,5.1,46.004000000000055
317,Hambantota,100,LK,1556929358,79,6.12,81.12,302.222,8.3,84.3296
318,Saskylakh,12,RU,1556929546,93,71.97,114.09,260.132,2.66,8.567600000000049
319,Lixourion,90,GR,1556929036,82,38.2,20.43,287.59,5.1,57.992
320,Half Moon Bay,1,US,1556929297,82,37.46,-122.43,298.15,5.7,77.0
321,College,90,US,1556929222,56,64.86,-147.8,279.26,3.6,42.998000000000026
322,Whitefish,20,US,1556929522,27,48.41,-114.33,290.37,6.2,62.99600000000005
323,Hualmay,4,PE,1556929547,92,-11.1,-77.61,291.482,6.27,64.99760000000009
324,Westport,45,IE,1556929324,78,53.8,-9.52,278.71,0.45,42.008
325,Grand-Lahou,100,CI,1556929547,90,5.24,-5.0,298.262,1.38,77.20160000000004
326,Zanesville,90,US,1556929388,93,39.94,-82.01,293.15,2.57,68.0
327,Kruisfontein,55,ZA,1556929548,86,-34.0,24.73,285.592,3.74,54.395600000000016
328,Synya,94,RU,1556929548,95,65.37,58.04,278.232,4.76,41.14760000000009
329,Simplicio Mendes,23,BR,1556929510,73,-7.85,-41.91,297.592,1.5,75.99560000000001
330,Farafangana,1,MG,1556929548,96,-22.82,47.83,292.272,1.05,66.41960000000003
331,Aloleng,6,PH,1556929548,69,16.13,119.78,302.022,2.29,83.96960000000003
332,Oktyabrskiy,0,RU,1556928307,76,55.61,37.97,283.15,3.0,50.0
333,Gravdal,7,NO,1556929529,56,59.79,5.78,278.15,10.3,41.0
334,Haines Junction,62,CA,1556929549,49,60.75,-137.51,279.572,1.65,43.559600000000046
335,Sinjai,100,ID,1556929549,76,-5.12,120.25,299.172,0.35,78.83960000000009
336,Coelho Neto,37,BR,1556929549,82,-4.25,-43.02,298.242,1.14,77.16560000000007
337,Hanna,100,CA,1556929444,59,51.64,-111.93,277.04,5.81,39.00200000000008
338,Gazli,5,UZ,1556929550,25,40.13,63.45,289.982,7.4,62.29760000000009
339,Lao Cai,91,VN,1556929550,84,22.48,103.95,292.702,1.33,67.19360000000003
340,Aykhal,0,RU,1556924400,73,65.95,111.51,270.15,4.0,26.6
341,Victor Harbor,75,AU,1556929517,72,-35.55,138.62,289.82,4.1,62.00600000000003
342,Puquio,26,PE,1556929551,86,-14.69,-74.12,280.772,1.62,45.71960000000003
343,Ahipara,0,NZ,1556929528,85,-35.17,173.16,295.93,3.71,73.00400000000005
344,Wukari,100,NG,1556929551,87,7.87,9.78,299.842,4.36,80.04560000000001
345,Toktogul,0,KG,1556929552,49,41.87,72.95,273.212,4.46,32.111600000000024
346,Palimbang,75,PH,1556929116,74,14.9,120.78,304.26,1.0,87.99800000000002
347,Kizema,1,RU,1556929552,81,61.11,44.83,275.292,2.95,35.855599999999995
348,Paracatu,100,BR,1556929552,92,-17.22,-46.87,295.412,1.34,72.0716
349,Hami,38,CN,1556929552,16,42.84,93.51,294.052,5.98,69.62360000000008
350,Walvis Bay,0,NA,1556928128,87,-22.95,14.51,286.15,1.0,55.4
351,Kaili,79,ID,1556929553,93,-3.46,120.21,291.752,0.41,65.48360000000005
352,Ipixuna,40,BR,1556928000,88,-1.76,-48.8,299.15,3.1,78.8
353,Mgandu,66,TZ,1556929553,92,-5.96,34.11,289.582,3.46,61.57760000000003
354,Lomianki,0,PL,1556929509,74,52.33,20.89,279.82,2.1,44.00600000000003
355,Klaksvik,77,FO,1556929200,69,62.23,-6.59,275.15,9.8,35.6
356,Emerald,75,AU,1556929131,100,-23.53,148.16,294.15,2.6,69.8
357,Lorengau,100,PG,1556929554,92,-2.02,147.27,298.682,4.79,77.95760000000007
358,Sisimiut,7,GL,1556929358,71,66.94,-53.67,276.982,5.86,38.89760000000009
359,Manokwari,100,ID,1556929275,87,-0.87,134.08,296.592,0.99,74.19560000000001
360,Dingle,60,PH,1556929555,62,11.0,122.67,302.772,1.75,85.31960000000002
361,Chenzhou,0,CN,1556929555,69,25.81,113.03,296.302,1.08,73.67360000000008
362,Buritis,100,BR,1556929555,87,-15.62,-46.42,295.432,1.72,72.10760000000008
363,Clyde River,90,CA,1556928000,100,70.47,-68.59,268.15,5.1,23.0
364,El Tigre,98,VE,1556929556,59,8.89,-64.25,301.692,6.44,83.37560000000005
365,Itaqui,33,BR,1556929556,87,-29.13,-56.55,297.172,1.78,75.23960000000008
366,Yulara,0,AU,1556924400,38,-25.24,130.99,288.15,5.1,59.0
367,Pangody,100,RU,1556929557,98,65.85,74.49,274.312,3.47,34.091600000000064
368,Yarada,75,IN,1556924400,83,17.65,83.27,302.15,3.6,84.2
369,Barcelos,0,PT,1556929477,67,41.53,-8.62,289.82,6.93,62.00600000000003
370,Saint George,75,GR,1556927400,76,39.45,22.34,285.15,1.85,53.6
371,Montepuez,57,MZ,1556929557,98,-13.13,39.0,292.692,1.71,67.17560000000006
372,Vostok,1,RU,1556929558,35,46.45,135.83,290.162,3.06,62.6216
373,Muyezerskiy,100,RU,1556929558,94,63.93,31.65,271.172,3.3,28.439600000000087
374,Kavaratti,96,IN,1556929458,61,10.57,72.64,302.712,4.18,85.21160000000002
375,Vila Velha,0,BR,1556929091,83,-3.71,-38.6,300.15,2.6,80.6
376,Lere,88,TD,1556929558,33,9.66,14.23,306.822,1.88,92.60960000000004
377,Basoko,68,CD,1556929559,71,1.23,23.61,298.032,0.81,76.78760000000001
378,Strelka,38,RU,1556929559,64,58.08,93.03,276.772,2.37,38.519600000000025
379,Lufilufi,75,WS,1556929386,74,-13.87,-171.6,302.15,1.5,84.2
380,Inta,90,RU,1556929559,88,66.04,60.13,277.002,4.26,38.933600000000055
381,Palamos,40,ES,1556929545,93,41.85,3.13,287.59,2.51,57.992
382,Kholmogory,75,RU,1556926200,69,64.23,41.65,274.15,5.0,33.8
383,Barentu,69,ER,1556929560,16,15.11,37.59,305.942,2.91,91.02560000000005
384,Sovetskiy,84,RU,1556929560,90,56.76,48.47,280.932,2.56,46.00760000000007
385,Digha,100,IN,1556929561,76,21.62,87.51,301.652,12.56,83.30360000000002
386,Esperance,20,TT,1556929507,88,10.24,-61.45,299.82,3.6,80.00600000000003
387,Byron Bay,40,AU,1556929522,78,-28.65,153.62,296.48,2.6,73.99400000000007
388,Dryden,90,CA,1556928000,40,49.79,-92.84,284.15,3.1,51.8
389,Rio do Sul,48,BR,1556928986,96,-27.22,-49.64,295.93,0.87,73.00400000000005
390,Muncar,10,ID,1556929562,84,-8.43,114.34,297.902,1.16,76.55360000000002
391,Pauini,96,BR,1556929562,97,-7.71,-67.0,297.322,0.91,75.50960000000005
392,Myaundzha,65,RU,1556929562,93,63.05,147.18,272.622,0.92,31.049600000000066
393,Maceio,0,BR,1556924400,88,-9.67,-35.74,296.15,1.5,73.4
394,Oban,2,GB,1556929445,88,56.42,-5.47,276.48,2.24,37.99400000000007
395,Mahibadhoo,100,MV,1556929563,75,3.78,72.97,302.392,4.2,84.63560000000004
396,Abeche,2,TD,1556929563,7,13.83,20.83,305.532,4.05,90.28760000000001
397,Broome,100,GB,1556929510,75,52.47,1.45,279.15,1.5,42.8
398,Huarmey,5,PE,1556929563,91,-10.07,-78.15,292.002,6.2,65.93360000000006
399,Wairoa,3,NZ,1556929203,56,-39.04,177.43,293.71,2.37,69.00800000000001
400,Baykit,99,RU,1556929564,89,61.68,96.39,274.512,4.41,34.45160000000004
401,Piacabucu,1,BR,1556929564,76,-10.41,-36.43,299.092,2.52,78.69560000000001
402,Punta de Piedra,100,VE,1556929565,87,7.62,-71.49,296.782,1.19,74.53760000000001
403,Jacmel,20,HT,1556929519,51,18.24,-72.54,302.15,7.7,84.2
404,Kinkala,100,CG,1556929565,94,-4.35,14.75,296.062,2.17,73.24160000000006
405,Praya,20,ID,1556926200,94,-8.71,116.27,299.15,3.38,78.8
406,Taltal,1,CL,1556929565,77,-25.41,-70.49,290.082,0.52,62.47760000000003
407,Casimiro de Abreu,0,BR,1556928000,94,-22.48,-42.2,299.15,0.5,78.8
408,Maryville,1,US,1556929485,24,40.35,-94.87,289.15,2.6,60.8
409,Alugan,52,PH,1556929566,66,12.22,125.48,302.402,1.47,84.65360000000001
410,Cabras,75,CO,1556929152,93,5.5,-75.6,292.15,2.6,66.2
411,Khandbari,99,NP,1556929566,78,27.38,87.21,284.862,1.04,53.08160000000008
412,Saint-Georges,100,CA,1556929005,96,46.12,-70.67,282.04,1.2,48.00200000000008
413,Loveland,40,US,1556929548,20,40.4,-105.08,294.15,1.5,69.8
414,Ilebo,60,CD,1556929567,67,-4.33,20.59,297.942,0.52,76.62560000000005
415,Lola,100,GN,1556929567,96,7.8,-8.53,295.622,0.8,72.44960000000006
416,Karpathos,0,GR,1556927400,87,35.51,27.21,288.15,5.1,59.0
417,Paraiso,75,MX,1556929216,10,24.01,-104.61,299.15,9.3,78.8
418,Mackay,90,CA,1556928000,68,53.65,-115.58,272.15,5.1,30.2
419,Canto do Buriti,18,BR,1556929568,81,-8.11,-42.94,296.972,0.85,74.87960000000001
420,Shaunavon,100,CA,1556929569,55,49.65,-108.41,282.922,6.92,49.58960000000009
421,Pringsewu,47,ID,1556929569,90,-5.36,104.98,297.552,0.86,75.92360000000008
422,Ratnagiri,99,IN,1556929569,67,16.98,73.3,300.882,1.08,81.91760000000005
423,San Martin,1,US,1556929280,19,37.08,-121.61,300.15,4.6,80.6
424,Chokurdakh,99,RU,1556929570,91,70.62,147.9,271.362,3.08,28.781600000000083
425,Aleksandro-Nevskiy,0,RU,1556929570,84,53.48,40.21,281.572,3.34,47.15960000000005
426,Nemuro,0,JP,1556928000,45,43.32,145.57,290.15,2.1,62.6
427,Ust-Kuyga,14,RU,1556929570,73,70.0,135.55,265.742,3.3,18.665600000000076
428,Seoul,1,KR,1556927400,67,37.57,126.98,290.15,0.5,62.6
429,La Ronge,75,CA,1556928000,48,55.1,-105.3,277.15,3.6,39.2
430,Ngunguru,0,NZ,1556928484,74,-35.62,174.5,292.04,3.13,66.00200000000008
431,Maniitsoq,2,GL,1556929571,42,65.42,-52.9,281.762,4.38,47.50160000000004
432,Port Hedland,1,AU,1556926200,49,-20.31,118.58,295.15,2.6,71.6
433,Marzuq,0,YE,1556929571,23,14.4,46.47,297.422,3.0,75.68960000000008
434,Najran,0,SA,1556928000,26,17.54,44.22,300.15,2.1,80.6
435,Buala,66,SB,1556929572,75,-8.15,159.59,301.892,2.51,83.73560000000003
436,Otradnoye,75,RU,1556929540,64,59.77,30.8,275.93,4.0,37.004000000000055
437,Muravlenko,97,RU,1556929572,96,63.79,74.5,274.762,5.61,34.901600000000045
438,Jiwani,0,PK,1556929443,61,25.05,61.74,301.842,3.5,83.64560000000002
439,Kasempa,0,ZM,1556929573,79,-13.46,25.83,289.082,1.98,60.67760000000003
440,Rzhaksa,0,RU,1556929573,88,52.14,42.03,281.242,3.05,46.565600000000074
441,Lumberton,75,US,1556929210,78,30.27,-94.2,298.15,2.1,77.0
442,Lastoursville,92,GA,1556929573,97,-0.81,12.73,296.232,1.24,73.54760000000009
443,Samfya,50,ZM,1556929574,90,-11.37,29.56,290.702,2.4,63.59360000000004
444,Palmer,75,AU,1556929375,72,-34.85,139.16,289.82,4.1,62.00600000000003
445,Isangel,75,VU,1556928000,69,-19.55,169.27,299.15,7.7,78.8
446,Horsham,2,AU,1556929574,67,-36.71,142.2,286.402,5.95,55.853600000000014
447,Berdigestyakh,0,RU,1556929575,72,62.1,126.7,274.782,4.26,34.93760000000001
448,Abonnema,75,NG,1556928000,94,4.71,6.79,297.15,1.5,75.2
449,Nuuk,13,GL,1556927400,45,64.17,-51.74,281.15,5.7,46.4
450,Hamilton,75,BM,1556927700,73,32.3,-64.78,295.15,2.1,71.6
451,San Juan,64,AR,1556929530,56,-31.54,-68.53,287.132,1.08,57.16760000000005
452,Xiaoweizhai,96,CN,1556929577,93,26.23,107.51,287.502,0.78,57.83360000000006
453,Salvador,20,BR,1556924400,78,-12.98,-38.48,301.15,3.1,82.4
454,Mutoko,0,ZW,1556929577,79,-17.4,32.23,288.122,0.96,58.94960000000007
455,Alice Springs,0,AU,1556926200,48,-23.7,133.88,289.15,3.1,60.8
456,Camacha,75,PT,1556928000,63,33.08,-16.33,290.15,4.1,62.6
457,Barth,60,DE,1556929204,64,54.37,12.73,276.48,4.1,37.99400000000007
458,Kieta,90,PG,1556929578,60,-6.22,155.63,304.262,1.36,88.00160000000004
459,Dori,100,BF,1556929578,23,14.03,-0.03,311.742,1.88,101.46560000000008
460,Karratha,5,AU,1556929372,24,-20.74,116.85,300.302,5.02,80.87360000000008
461,Baft,16,IR,1556929579,35,29.23,56.61,283.932,2.25,51.40760000000007
462,Victoria Point,75,AU,1556929547,83,-27.58,153.3,296.48,2.6,73.99400000000007
463,San Policarpo,45,PH,1556929579,72,12.18,125.51,301.352,2.27,82.7636
464,Tatarsk,100,RU,1556929579,40,55.22,75.96,282.592,5.07,48.99560000000001
465,Cheney,75,US,1556929523,36,47.49,-117.58,292.04,3.05,66.00200000000008
466,Hohhot,0,CN,1556924400,58,40.81,111.65,285.15,2.0,53.6
467,Petawawa,90,CA,1556929204,76,45.89,-77.27,282.15,3.1,48.2
468,Arusha,75,TZ,1556924400,88,-3.37,36.69,295.15,3.71,71.6
469,Ulaangom,48,MN,1556929580,30,49.98,92.07,278.652,0.41,41.90360000000002
470,Kristinehamn,47,SE,1556929539,66,59.31,14.11,274.26,4.1,33.998000000000026
471,Jamai,72,IN,1556929581,33,22.2,78.55,301.142,2.61,82.38560000000004
472,Ugljevik,44,BA,1556929581,83,44.69,18.99,283.202,1.99,50.09360000000004
473,Campina Verde,100,BR,1556929312,82,-19.54,-49.49,297.212,0.73,75.31160000000003
474,Kenai,1,US,1556929572,45,60.55,-151.26,284.26,7.2,51.998000000000026
475,Lompoc,1,US,1556929299,67,34.64,-120.46,295.15,6.2,71.6
476,Linqiong,40,CN,1556924400,100,30.42,103.46,291.15,0.39,64.4
477,Vila,40,IT,1556929568,100,45.18,8.4,285.93,0.88,55.004000000000055
478,Semirara,51,PH,1556929582,69,12.07,121.4,302.572,2.2,84.95960000000005
479,Bambanglipuro,3,ID,1556929583,79,-7.95,110.28,300.352,3.4,80.9636
480,Waghai,43,IN,1556929583,82,20.77,73.5,299.332,3.79,79.12760000000003
481,Khorramshahr,75,IR,1556924400,34,30.43,48.18,304.15,3.1,87.8
482,Tuy Hoa,30,VN,1556929583,72,13.08,109.3,301.532,0.33,83.08760000000001
483,Tiznit,70,MA,1556929583,85,29.7,-9.73,290.252,6.49,62.78360000000006
484,Beringovskiy,59,RU,1556929583,61,63.05,179.32,274.782,3.37,34.93760000000001
485,Kamiiso,20,JP,1556928000,81,41.82,140.65,285.15,3.6,53.6
486,Grand Forks,1,US,1556929421,44,47.91,-97.06,289.15,5.7,60.8
487,Urdoma,62,RU,1556929584,93,61.74,48.55,277.262,2.65,39.401600000000045
488,Petropavlovsk-Kamchatskiy,25,RU,1556928000,34,53.05,158.65,283.15,5.0,50.0
489,Ulaanbaatar,75,MN,1556926200,74,47.92,106.92,271.15,9.0,28.4
490,Njombe,78,TZ,1556929584,93,-9.34,34.77,290.682,1.4,63.55760000000007
491,Biltine,0,TD,1556929585,6,14.53,20.93,306.412,5.83,91.8716
492,Wajir,23,KE,1556929416,73,1.75,40.07,299.362,6.42,79.18160000000009
493,Sola,20,NO,1556929219,60,58.89,5.65,278.15,5.7,41.0
494,Nieves,92,MX,1556929585,15,24.0,-103.02,298.442,8.43,77.52560000000005
495,Ocean City,75,US,1556929259,78,30.44,-86.61,300.37,1.5,80.99600000000005
496,Kurilsk,1,RU,1556929585,90,45.23,147.88,275.492,4.79,36.21560000000007
497,Khasan,0,RU,1556929586,35,42.43,130.64,291.622,1.48,65.24960000000007
498,Nelson Bay,90,AU,1556929243,77,-32.72,152.14,291.15,4.1,64.4
499,Xining,89,CN,1556929586,68,36.62,101.77,280.882,1.96,45.91760000000005
500,Mayo,75,CA,1556928000,14,63.59,-135.9,278.15,2.1,41.0
501,Port Said,0,EG,1556929586,25,25.34,30.55,297.232,4.68,75.34760000000009
502,Iquique,90,CL,1556924400,68,-20.22,-70.14,292.15,3.1,66.2
503,Dorchester,24,GB,1556929564,70,50.71,-2.44,282.59,2.6,48.992
504,Mount Isa,75,AU,1556926200,53,-20.73,139.49,295.15,5.7,71.6
505,Baruun-Urt,99,MN,1556929447,52,46.68,113.28,277.942,14.02,40.625600000000055
506,Adelaide,75,AU,1556929251,72,-34.93,138.6,289.82,4.1,62.00600000000003
507,Adwa,78,ET,1556929588,22,14.16,38.9,296.892,2.91,74.73560000000003
508,Nyzhni Sirohozy,49,UA,1556929588,92,46.85,34.38,283.372,4.17,50.39960000000006
509,Port Hawkesbury,75,CA,1556929556,60,45.62,-61.36,280.37,1.0,44.99600000000005
510,Zyryanka,96,RU,1556929588,100,65.73,150.89,274.482,1.68,34.39760000000009
511,Mapiripan,98,CO,1556929589,96,2.89,-72.13,296.172,1.14,73.43960000000008
512,Acajutla,0,SV,1556926230,71,13.59,-89.83,301.48,2.45,82.99400000000007
513,Skelleftea,84,SE,1556927400,63,64.75,20.95,271.15,2.6,28.4
514,Gamba,62,CN,1556929589,69,28.28,88.52,275.222,2.09,35.729600000000005
515,Vershino-Darasunskiy,100,RU,1556929589,31,52.35,115.52,275.672,3.74,36.539600000000085
516,Kinnelon,90,US,1556929588,93,41.0,-74.37,287.04,1.43,57.00200000000008
517,Araouane,0,ML,1556929590,14,18.9,-3.53,304.952,3.57,89.24360000000004
518,Krasnoborsk,1,RU,1556929590,85,61.56,45.93,275.892,3.21,36.935600000000036
519,Fukue,0,JP,1556929445,63,35.03,136.69,300.93,2.1,82.00400000000005
520,Hovd,90,NO,1556929502,69,63.83,10.7,277.59,7.7,39.992
521,Jieshi,16,CN,1556929591,49,22.82,115.83,295.832,2.84,72.82760000000003
522,Waingapu,1,ID,1556929591,86,-9.65,120.26,299.202,3.43,78.89360000000003
523,Bloemfontein,0,ZA,1556928000,81,-29.12,26.22,284.15,1.5,51.8
524,Dusti,20,TJ,1556928000,82,37.35,68.68,287.15,1.0,57.2
525,Batagay,1,RU,1556929591,62,67.65,134.64,274.372,2.83,34.19960000000007
526,Ashland,90,US,1556929351,93,38.48,-82.64,294.26,2.6,69.99800000000002
527,Vahan,100,AZ,1556929592,97,40.58,45.4,277.892,2.53,40.53560000000003
528,Aginskoye,100,RU,1556929441,80,51.11,114.54,273.71,5.36,33.008
529,Ciro Marina,99,IT,1556929592,81,39.37,17.13,287.882,5.28,58.51760000000005
530,Ismailia,7,EG,1556929298,63,30.6,32.27,290.332,2.74,62.92760000000003
531,Morshansk,0,RU,1556929593,86,53.44,41.81,281.232,3.36,46.54760000000009
